34146;Борисоглебск;0;1506062.583;-165851.7637
34152;Балашов;0;1569522.101;-123023.7965
34163;Октябрьский Городок;0;1714944.116;-60388.27171
34164;Калининск;0;1658856.27;-97253.79625
34169;Сплавнуха;0;1732379.467;-121519.3759
34173;Маркс;7;1794092.648;-21222.61011
34177;Саратов-Южный(П/я В-8122);7;1751729.455;-64181.66786
34186;Ершов;0;1907221.306;-14426.90457
34199;Озинки;7;2005955.482;8886.94419
34202;Готня;0;1097477.84;-344166.0414
34208;Золочев;0;1139689.133;-387834.148
34213;Новый Оскол;0;1243043.515;-314491.3871
34214;Белгород;0;1158561.723;-349014.2806
34231;Лиски(Георгиу-Деж);0;1346175.032;-257529.5022
34237;Павловск;0;1403074.877;-304952.2565
34238;Анна;0;1392562.835;-187802.4645
34240;Урюпинск;0;1519500.404;-228084.7442
34247;Калач;0;1468287.953;-289150.8551
34253;Елань;0;1628939.152;-173352.9246
34254;Ново-Анненский;0;1574004.715;-241516.7688
34262;Рудня;0;1687949.152;-166039.867
34267;Даниловка;0;1675304.879;-226031.7741
34273;Красный Кут;7;1839447.612;-93451.32375
34289;Новоузенск;0;1936082.113;-115894.1329
34300;Харьков;0;1143975.331;-428702.4655
34302;Богодухов;0;1096746.158;-412849.6851
34304;Коломак;0;1083971.106;-455597.0293
34312;Великий Бурлюк(Приколот.);0;1228081.815;-396894.2927
34317;Комсомольское;0;1180889.9;-462014.6075
34319;Купянск;0;1261502.312;-438314.3557
34320;Троицкое;0;1291971.599;-397676.7652
34321;Валуйки;0;1273439.149;-367975.1484
34336;Богучар;0;1450642.824;-350993.8604
34344;Казанская;0;1494625.429;-353086.8252
34352;Михайловка;0;1628619.455;-276059.9807
34356;Фролово;0;1665467.838;-296733.4381
34357;Серафимович;0;1611401.092;-342766.999
34362;Ольховка;0;1722399.082;-268427.6656
34363;Камышин;7;1772135.135;-224151.2054
34373;Палласовка;7;1870265.407;-189658.0172
34391;Александров-Гай;0;1975067.417;-133631.1215
34394;Кaзтaлoбcкaя;0;2000748.042;-171314.2891
34398;Фурманово;0;2056561.796;-156799.1697
34401;Красноград;0;1109975.58;-503115.5337
34407;Губиниха;0;1109136.259;-569751.8633
34409;Лозовая;0;1182844.372;-541656.1087
34415;Изюм;0;1245281.932;-494126.4956
34421;Сватово;0;1299857.713;-453232.4754
34432;Чертково;0;1439891.412;-418195.6099
34434;Беловодск;0;1404247.959;-447772.7434
34438;Миллерово;0;1468496.379;-462072.8258
34445;Боковская;0;1560193.276;-400648.0855
34461;Иловля;0;1705767.196;-341745.4912
34473;Джаныбек;0;1890702.427;-259823.6628
34476;Эльтон;0;1904649.619;-286399.9131
34502;Павлоград;0;1159097.095;-587126.5953
34504;Днепропетровск;0;1093349.757;-595935.6478
34505;Синельниково;0;1133760.063;-615617.0614
34509;Чаплино;0;1195352.715;-626412.1776
34510;Артемовск;0;1308894.374;-544951.6804
34514;Красноармейское;0;1246505.676;-600839.3209
34519;Донецк;0;1307552.742;-606591.0823
34523;Луганск;0;1399627.214;-524344.8033
34524;Дебальцево;0;1347665.705;-563557.3315
34535;Каменск-Шахтинский;0;1481060.804;-520326.0608
34537;Дарьевка;0;1431244.438;-571486.0077
34539;Белая Калитва;0;1522479.683;-531200.4862
34545;Морозовск;0;1590617.705;-492468.0165
34552;Калач-на-Дону;0;1692019.184;-419571.6243
34555;Нижний Чир;0;1678637.031;-465453.7058
34560;Волгоград;0;1749363.551;-387474.4891
34561;Волгоград (СХИ);0;1759245.346;-397679.3724
34578;Черный Яр;0;1896320.226;-417827.0691
34579;Верхний Баскунчак;0;1932834.593;-385426.8474
34581;Урда;0;1959190.772;-310435.0716
34606;Гуляй-Поле;0;1209395.18;-678326.609
34615;Волноваха;0;1289046.646;-662923.3135
34622;Амвросиевка;0;1368675.31;-621350.0586
34625;Матвеев-Курган;0;1401492.605;-639374.5456
34635;Шахты;0;1497289.066;-596870.0428
34636;Семикаракорск;0;1538645.558;-605835.6537
34644;Константиновск;0;1560482.634;-591508.8528
34646;Цимлянск;0;1630897.614;-561515.6011
34655;Котельниково;0;1704719.449;-539070.3664
34662;Малые Дербеты;0;1803069.344;-468952.5687
34668;Кетченеры (Советский);0;1815890.162;-537441.5385
34687;Харабали;0;2000638.877;-456518.2333
34691;Новый Уштоган;0;2086723.552;-359683.8066
34720;Таганрог;0;1416517.991;-677630.3432
34730;Ростов-на-Дону;0;1478069.316;-654636.4143
34743;Зимовники;0;1673304.894;-606329.9602
34759;Ремонтное;0;1777916.317;-639626.258
34772;Юста;0;1945909.899;-510449.5139
34785;Досанг;0;2067459.866;-487321.1846
34798;Ганюшкино;0;2173460.174;-480359.2486
34861;Элиста;0;1832842.483;-643939.108
34866;Яшкуль;0;1912644.096;-636631.7702
34871;Утта;0;1953634.761;-599143.3498
34880;Астрахань;0;2100659.236;-552116.6983
34887;Лиман;0;2061089.918;-624753.1124
34894;Зеленга;0;2145264.848;-543403.2047
34984;Лагань (Каспийский);0;2086212.369;-662715.6484
35001;Большая Глушица;7;1997526.472;151280.8924
35007;Перелюб;7;2012077.944;94136.79287
35008;Первомайский;0;2091258.841;136261.5637
35011;Сopoчинcк;6;2154507.093;235445.5827
35015;Новосергиевка;6;2201908.659;215919.1733
35022;Троицкое;0;2349546.509;330447.1644
35106;Январцево;0;2210594.649;140098.8164
35107;Каменка;0;2043933.265;14049.53048
35108;Уральск;0;2099420.21;59042.75595
35112;Илек;0;2214358.102;150563.4815
35117;Казахстан (Аксай);0;2208556.065;105242.4362
35118;Чингирлау;0;2283296.887;125582.0766
35120;Соль-Илецк;0;2332862.361;167665.754
35121;Оренбург;0;2316919.078;227423.4983
35125;Беляевка;0;2402275.337;241814.9254
35127;Ак-Булак;0;2376936.135;175271.6249
35217;Джамбейты;0;2227188.262;-2896.18886
35224;Красноярская;0;2357238.609;123330.3941
35302;Чапаево;0;2141034.916;-51670.40072
35315;Кapa-Тюбe;0;2314699.025;-29400.47588
35404;Джангала;0;2130528.922;-180557.3308
35406;Тайпак (Калмыково);0;2239492.507;-147183.5169
35506;Индер АМСГ;0;2254346.426;-200186.3994
35514;Карабау;0;2336174.506;-173992.9397
35605;Махамбет;0;2284724.678;-297504.9153
35700;Атурай (Гурьев);0;2319655.329;-351105.5109
35705;Пешной;0;2325695.213;-370935.5276
35907;О-в Кулалы;0;2294327.631;-620013.5387
37475;Сергокала;0;2027527.088;-439440.2989
38001;Форт Шевченко;0;2329707.476;-661193.2636
